,accident_id,city,state,latitude,longitude,date,time,hour,day_of_week,is_weekend,road_type,lanes,traffic_signal,weather,visibility,temperature,traffic_density,cause,accident_severity,vehicles_involved,casualties,is_peak_hour,day_time,year
7663,7663,Hyderabad,Telangana,17.381827,78.212677,2024-11-03,21:00,21,Sunday,True,rural,6,0,fog,low,34,medium,drunk driving,minor,1,1,False,Night,2024
7664,7664,Pune,Maharashtra,18.412136,73.775634,2022-07-05,8:00,8,Tuesday,False,urban,3,0,fog,low,33,high,weather,major,5,3,True,Moring,2022
7665,7665,Hyderabad,Telangana,17.490651,78.28087,2025-01-21,12:00,12,Tuesday,False,highway,2,0,clear,high,16,medium,weather,fatal,5,5,False,Afternoon,2025
7666,7666,Kolkata,West Bengal,22.539892,88.368322,2022-08-08,20:00,20,Monday,False,rural,5,1,clear,high,25,low,overspeeding,minor,2,1,False,Night,2022
7667,7667,Bangalore,Karnataka,13.108723,77.741626,2023-03-25,14:00,14,Saturday,True,urban,5,0,fog,low,21,low,drunk driving,minor,3,3,False,Afternoon,2023
7668,7668,Delhi,Delhi,28.53529,76.974012,2023-10-15,10:00,10,Sunday,True,rural,6,1,clear,high,28,high,poor road,minor,5,0,True,Moring,2023
7669,7669,Mumbai,Maharashtra,18.944794,72.757577,2022-06-26,23:00,23,Sunday,True,highway,1,1,clear,high,16,low,overspeeding,minor,3,2,False,Night,2022
7670,7670,Hyderabad,Telangana,17.339,78.313393,2023-08-05,13:00,13,Saturday,True,urban,5,0,fog,low,21,low,drunk driving,major,1,1,False,Afternoon,2023
7671,7671,Bangalore,Karnataka,12.942946,77.634673,2024-01-03,21:00,21,Wednesday,False,urban,1,1,fog,low,37,high,weather,major,3,2,False,Night,2024
7672,7672,Kolkata,West Bengal,22.583367,88.393054,2024-05-23,23:00,23,Thursday,False,rural,1,1,clear,high,40,medium,distraction,minor,3,2,False,Night,2024
7673,7673,Pune,Maharashtra,18.597701,73.774863,2023-04-05,0:00,0,Wednesday,False,urban,2,0,rain,low,29,medium,drunk driving,major,1,0,False,Moring,2023
7674,7674,Delhi,Delhi,28.508389,76.872129,2025-03-17,18:00,18,Monday,False,urban,6,1,clear,high,27,medium,poor road,minor,5,1,True,Evening,2025
7675,7675,Bangalore,Karnataka,12.833881,77.534512,2022-08-27,3:00,3,Saturday,True,rural,1,0,fog,low,19,low,drunk driving,fatal,2,2,False,Moring,2022
7676,7676,Kolkata,West Bengal,22.493741,88.215398,2022-09-15,18:00,18,Thursday,False,urban,6,1,rain,low,36,high,distraction,major,4,2,True,Evening,2022
7677,7677,Chennai,Tamil Nadu,13.101919,80.266711,2022-03-25,12:00,12,Friday,False,highway,2,1,rain,medium,35,medium,distraction,major,2,1,False,Afternoon,2022
7678,7678,Chandigarh,Punjab,30.61443,76.868512,2023-12-27,12:00,12,Wednesday,False,rural,6,1,fog,low,36,medium,poor road,minor,1,0,False,Afternoon,2023
7679,7679,Kolkata,West Bengal,22.542891,88.38983,2024-12-01,23:00,23,Sunday,True,rural,2,1,fog,low,18,high,poor road,major,2,0,False,Night,2024
7680,7680,Hyderabad,Telangana,17.281478,78.249485,2023-06-30,13:00,13,Friday,False,urban,3,1,rain,low,20,medium,overspeeding,fatal,1,1,False,Afternoon,2023
7681,7681,Chandigarh,Punjab,30.786526,76.743101,2024-10-22,19:00,19,Tuesday,False,highway,2,1,fog,low,29,medium,drunk driving,major,3,3,True,Evening,2024
7682,7682,Chandigarh,Punjab,30.781172,76.838224,2022-05-29,1:00,1,Sunday,True,urban,1,1,rain,low,40,low,poor road,fatal,5,5,False,Moring,2022
7683,7683,Chennai,Tamil Nadu,13.043306,80.230541,2024-09-13,16:00,16,Friday,False,highway,4,1,clear,high,18,high,weather,fatal,5,5,False,Evening,2024
7684,7684,Chandigarh,Punjab,30.622209,76.755922,2024-09-14,3:00,3,Saturday,True,urban,4,1,rain,medium,36,low,drunk driving,major,1,0,False,Moring,2024
7685,7685,Mumbai,Maharashtra,19.218161,72.849695,2022-08-31,7:00,7,Wednesday,False,urban,2,0,clear,high,24,medium,distraction,minor,2,2,False,Moring,2022
7686,7686,Chandigarh,Punjab,30.705493,76.713224,2024-11-28,21:00,21,Thursday,False,highway,1,1,clear,high,20,high,distraction,major,1,1,False,Night,2024
7687,7687,Pune,Maharashtra,18.664556,73.79808,2022-01-03,16:00,16,Monday,False,rural,1,0,clear,high,20,medium,weather,major,2,0,False,Evening,2022
7688,7688,Chennai,Tamil Nadu,12.823271,80.119758,2024-04-16,16:00,16,Tuesday,False,urban,6,0,rain,medium,15,medium,weather,fatal,3,3,False,Evening,2024
7689,7689,Pune,Maharashtra,18.659079,73.726903,2023-02-16,2:00,2,Thursday,False,urban,3,0,rain,medium,21,low,distraction,major,5,4,False,Moring,2023
7690,7690,Bangalore,Karnataka,12.974044,77.639208,2022-01-31,2:00,2,Monday,False,urban,2,1,clear,high,22,high,weather,minor,5,2,False,Moring,2022
7691,7691,Chennai,Tamil Nadu,13.106529,80.237467,2024-01-20,20:00,20,Saturday,True,rural,6,1,clear,high,40,medium,overspeeding,major,3,2,False,Night,2024
7692,7692,Chennai,Tamil Nadu,12.958101,80.253549,2024-10-16,20:00,20,Wednesday,False,highway,2,0,rain,medium,17,high,distraction,major,2,1,False,Night,2024
7693,7693,Pune,Maharashtra,18.520506,73.900847,2024-07-25,13:00,13,Thursday,False,highway,5,1,clear,high,36,medium,weather,fatal,2,2,False,Afternoon,2024
7694,7694,Delhi,Delhi,28.674781,77.192664,2025-01-21,5:00,5,Tuesday,False,highway,4,0,rain,low,32,low,overspeeding,fatal,5,5,False,Moring,2025
7695,7695,Kolkata,West Bengal,22.544519,88.232212,2025-01-06,6:00,6,Monday,False,urban,1,0,fog,low,33,high,drunk driving,minor,5,2,False,Moring,2025
7696,7696,Delhi,Delhi,28.865264,77.211424,2022-05-31,6:00,6,Tuesday,False,rural,5,0,rain,low,32,low,drunk driving,minor,5,1,False,Moring,2022
7697,7697,Hyderabad,Telangana,17.507982,78.57688,2024-07-05,4:00,4,Friday,False,highway,2,1,rain,low,32,low,overspeeding,fatal,2,2,False,Moring,2024
7698,7698,Mumbai,Maharashtra,19.197607,72.962819,2023-09-19,17:00,17,Tuesday,False,urban,4,0,rain,low,16,high,drunk driving,minor,3,3,True,Evening,2023
7699,7699,Hyderabad,Telangana,17.530734,78.596699,2025-02-07,23:00,23,Friday,False,rural,5,1,fog,low,35,low,overspeeding,major,3,0,False,Night,2025
7700,7700,Kolkata,West Bengal,22.426837,88.373056,2024-12-28,1:00,1,Saturday,True,urban,3,1,rain,low,38,medium,poor road,minor,2,0,False,Moring,2024
7701,7701,Hyderabad,Telangana,17.43842,78.5624,2023-05-23,3:00,3,Tuesday,False,urban,1,0,fog,low,32,high,poor road,major,1,0,False,Moring,2023
7702,7702,Pune,Maharashtra,18.436039,73.778216,2024-12-16,21:00,21,Monday,False,highway,2,0,clear,high,20,low,drunk driving,minor,4,0,False,Night,2024
7703,7703,Chennai,Tamil Nadu,13.159884,80.213915,2024-10-05,8:00,8,Saturday,True,rural,3,0,rain,medium,40,low,overspeeding,major,2,2,True,Moring,2024
7704,7704,Hyderabad,Telangana,17.499574,78.356679,2023-02-23,22:00,22,Thursday,False,rural,1,1,rain,low,18,high,overspeeding,fatal,2,2,False,Night,2023
7705,7705,Pune,Maharashtra,18.672685,73.910219,2024-01-19,17:00,17,Friday,False,rural,2,0,rain,medium,33,low,poor road,minor,2,2,True,Evening,2024
7706,7706,Hyderabad,Telangana,17.336584,78.411214,2022-02-11,23:00,23,Friday,False,urban,2,1,rain,low,38,low,drunk driving,minor,3,2,False,Night,2022
7707,7707,Hyderabad,Telangana,17.285285,78.359758,2024-06-18,16:00,16,Tuesday,False,highway,2,0,rain,low,24,high,distraction,major,5,4,False,Evening,2024
7708,7708,Delhi,Delhi,28.548303,76.889477,2022-07-06,3:00,3,Wednesday,False,urban,2,0,rain,low,36,low,poor road,fatal,1,1,False,Moring,2022
7709,7709,Bangalore,Karnataka,12.979437,77.584127,2023-08-21,17:00,17,Monday,False,rural,5,0,fog,low,39,medium,weather,major,5,4,True,Evening,2023
7710,7710,Chennai,Tamil Nadu,12.987623,80.112318,2023-01-10,17:00,17,Tuesday,False,urban,3,1,clear,high,28,high,overspeeding,minor,3,3,True,Evening,2023
7711,7711,Kolkata,West Bengal,22.625822,88.378674,2024-06-28,14:00,14,Friday,False,highway,3,0,clear,high,26,low,drunk driving,minor,4,1,False,Afternoon,2024
7712,7712,Bangalore,Karnataka,13.106437,77.452273,2022-12-30,0:00,0,Friday,False,highway,6,0,rain,low,22,low,overspeeding,minor,2,0,False,Moring,2022
7713,7713,Bangalore,Karnataka,12.935501,77.776475,2023-09-08,19:00,19,Friday,False,rural,6,1,clear,high,38,medium,weather,minor,5,3,True,Evening,2023
7714,7714,Chandigarh,Punjab,30.765121,76.78567,2025-01-01,19:00,19,Wednesday,False,highway,3,1,fog,low,25,high,overspeeding,fatal,3,3,True,Evening,2025
7715,7715,Delhi,Delhi,28.886186,77.005326,2024-04-08,23:00,23,Monday,False,urban,4,1,fog,low,31,low,overspeeding,major,5,0,False,Night,2024
7716,7716,Chandigarh,Punjab,30.642522,76.855203,2024-11-06,5:00,5,Wednesday,False,urban,2,0,clear,high,33,low,weather,minor,2,1,False,Moring,2024
7717,7717,Mumbai,Maharashtra,18.843399,72.804617,2023-05-15,8:00,8,Monday,False,rural,3,1,clear,high,23,high,overspeeding,minor,1,0,True,Moring,2023
7718,7718,Bangalore,Karnataka,13.052163,77.714219,2023-02-20,14:00,14,Monday,False,rural,4,0,fog,low,38,medium,poor road,minor,2,2,False,Afternoon,2023
7719,7719,Mumbai,Maharashtra,19.183125,72.906834,2024-09-01,18:00,18,Sunday,True,urban,4,1,fog,low,25,medium,drunk driving,minor,2,0,True,Evening,2024
7720,7720,Mumbai,Maharashtra,19.11724,72.758037,2025-02-22,2:00,2,Saturday,True,highway,6,1,fog,low,29,low,drunk driving,minor,5,3,False,Moring,2025
7721,7721,Kolkata,West Bengal,22.617191,88.330899,2022-05-24,17:00,17,Tuesday,False,rural,3,0,fog,low,22,high,poor road,fatal,4,4,True,Evening,2022
7722,7722,Chandigarh,Punjab,30.742586,76.709528,2023-02-16,17:00,17,Thursday,False,highway,5,1,fog,low,30,high,poor road,minor,2,1,True,Evening,2023
7723,7723,Mumbai,Maharashtra,18.859654,72.78127,2022-05-14,23:00,23,Saturday,True,rural,1,1,clear,high,38,medium,poor road,major,5,4,False,Night,2022
7724,7724,Chennai,Tamil Nadu,13.176195,80.149357,2022-02-26,22:00,22,Saturday,True,rural,5,1,clear,high,16,low,overspeeding,minor,2,0,False,Night,2022
7725,7725,Kolkata,West Bengal,22.460252,88.290495,2023-08-17,6:00,6,Thursday,False,highway,5,0,fog,low,33,high,weather,minor,2,0,False,Moring,2023
7726,7726,Chennai,Tamil Nadu,12.942369,80.162074,2022-08-13,21:00,21,Saturday,True,rural,1,0,fog,low,27,medium,weather,minor,5,1,False,Night,2022
7727,7727,Hyderabad,Telangana,17.279077,78.588673,2023-07-13,1:00,1,Thursday,False,urban,4,1,rain,low,36,medium,distraction,minor,1,1,False,Moring,2023
7728,7728,Pune,Maharashtra,18.440131,73.973884,2022-05-12,13:00,13,Thursday,False,highway,6,1,fog,low,37,high,overspeeding,major,4,2,False,Afternoon,2022
7729,7729,Delhi,Delhi,28.550913,76.994045,2023-01-19,2:00,2,Thursday,False,highway,6,0,fog,low,40,low,distraction,minor,3,2,False,Moring,2023
7730,7730,Delhi,Delhi,28.788106,76.864866,2024-03-06,22:00,22,Wednesday,False,highway,4,1,fog,low,40,medium,drunk driving,minor,5,1,False,Night,2024
7731,7731,Mumbai,Maharashtra,18.813249,72.741021,2022-06-14,11:00,11,Tuesday,False,highway,3,1,rain,medium,37,low,overspeeding,minor,3,1,False,Moring,2022
7732,7732,Pune,Maharashtra,18.625829,73.79056,2022-09-29,17:00,17,Thursday,False,urban,2,1,clear,high,27,high,distraction,minor,5,0,True,Evening,2022
7733,7733,Bangalore,Karnataka,12.888439,77.439048,2023-10-02,13:00,13,Monday,False,highway,3,0,fog,low,15,low,distraction,major,3,0,False,Afternoon,2023
7734,7734,Mumbai,Maharashtra,19.038915,72.749488,2025-01-11,14:00,14,Saturday,True,urban,6,1,fog,low,21,high,distraction,minor,2,0,False,Afternoon,2025
7735,7735,Hyderabad,Telangana,17.361121,78.212184,2024-05-29,16:00,16,Wednesday,False,urban,1,1,clear,high,23,low,poor road,minor,4,3,False,Evening,2024
7736,7736,Chennai,Tamil Nadu,12.884835,80.121577,2024-11-09,18:00,18,Saturday,True,highway,1,1,clear,high,30,high,drunk driving,minor,5,3,True,Evening,2024
7737,7737,Pune,Maharashtra,18.536002,73.818956,2024-10-13,13:00,13,Sunday,True,urban,2,0,rain,low,19,medium,weather,minor,4,4,False,Afternoon,2024
7738,7738,Chandigarh,Punjab,30.724346,76.802158,2025-03-26,14:00,14,Wednesday,False,rural,4,1,rain,low,33,medium,overspeeding,minor,3,0,False,Afternoon,2025
7739,7739,Chennai,Tamil Nadu,13.100044,80.224497,2022-10-14,9:00,9,Friday,False,highway,3,1,clear,high,18,high,overspeeding,minor,5,2,True,Moring,2022
7740,7740,Delhi,Delhi,28.600306,77.045472,2022-10-22,22:00,22,Saturday,True,highway,6,1,rain,medium,16,high,overspeeding,fatal,4,4,False,Night,2022
7741,7741,Chennai,Tamil Nadu,12.980086,80.151502,2024-03-21,19:00,19,Thursday,False,urban,1,0,clear,high,15,high,weather,minor,1,0,True,Evening,2024
7742,7742,Mumbai,Maharashtra,18.998617,72.734364,2022-03-05,2:00,2,Saturday,True,highway,6,0,clear,high,15,low,drunk driving,major,3,2,False,Moring,2022
7743,7743,Hyderabad,Telangana,17.336604,78.35024,2023-12-25,14:00,14,Monday,False,rural,3,0,rain,medium,16,low,poor road,minor,1,0,False,Afternoon,2023
7744,7744,Bangalore,Karnataka,12.898302,77.615497,2023-10-14,5:00,5,Saturday,True,urban,2,1,fog,low,23,medium,distraction,minor,3,0,False,Moring,2023
7745,7745,Chennai,Tamil Nadu,12.831805,80.239189,2023-08-04,2:00,2,Friday,False,highway,2,1,fog,low,22,low,poor road,minor,4,1,False,Moring,2023
7746,7746,Chandigarh,Punjab,30.757765,76.820631,2023-02-10,12:00,12,Friday,False,rural,6,0,clear,high,18,high,drunk driving,minor,3,2,False,Afternoon,2023
7747,7747,Bangalore,Karnataka,12.957997,77.450369,2022-07-19,21:00,21,Tuesday,False,rural,2,0,rain,low,29,medium,distraction,minor,2,2,False,Night,2022
7748,7748,Chandigarh,Punjab,30.659206,76.861027,2024-01-20,15:00,15,Saturday,True,urban,5,1,rain,medium,31,high,overspeeding,major,2,0,False,Afternoon,2024
7749,7749,Hyderabad,Telangana,17.435853,78.564867,2022-06-30,1:00,1,Thursday,False,highway,6,0,rain,medium,23,low,drunk driving,minor,5,2,False,Moring,2022
7750,7750,Chennai,Tamil Nadu,13.044704,80.25399,2023-12-14,1:00,1,Thursday,False,highway,1,0,fog,low,28,low,weather,minor,1,0,False,Moring,2023
7751,7751,Pune,Maharashtra,18.508437,73.746954,2022-02-04,0:00,0,Friday,False,urban,2,1,rain,low,34,low,weather,major,4,3,False,Moring,2022
7752,7752,Chennai,Tamil Nadu,13.047579,80.260411,2022-01-31,19:00,19,Monday,False,rural,3,0,fog,low,23,high,distraction,major,4,3,True,Evening,2022
7753,7753,Hyderabad,Telangana,17.297599,78.237545,2022-10-11,21:00,21,Tuesday,False,rural,5,1,rain,low,25,medium,distraction,major,2,0,False,Night,2022
7754,7754,Kolkata,West Bengal,22.569467,88.444806,2023-07-12,20:00,20,Wednesday,False,highway,1,1,clear,high,33,low,weather,major,3,3,False,Night,2023
7755,7755,Hyderabad,Telangana,17.462014,78.386699,2025-01-31,19:00,19,Friday,False,highway,1,1,clear,high,31,low,poor road,major,2,0,True,Evening,2025
7756,7756,Pune,Maharashtra,18.413313,73.940816,2023-12-01,14:00,14,Friday,False,highway,6,0,rain,medium,40,high,distraction,minor,2,0,False,Afternoon,2023
7757,7757,Pune,Maharashtra,18.572585,73.862839,2023-04-17,7:00,7,Monday,False,urban,4,0,fog,low,26,high,weather,minor,1,0,False,Moring,2023
7758,7758,Delhi,Delhi,28.646002,77.053842,2025-01-29,0:00,0,Wednesday,False,highway,5,1,clear,high,15,medium,poor road,minor,3,3,False,Moring,2025
7759,7759,Hyderabad,Telangana,17.496988,78.497493,2022-08-17,5:00,5,Wednesday,False,urban,4,0,rain,medium,18,medium,overspeeding,major,3,3,False,Moring,2022
7760,7760,Pune,Maharashtra,18.614212,73.745598,2022-09-07,0:00,0,Wednesday,False,urban,2,1,fog,low,27,low,distraction,minor,5,2,False,Moring,2022
7761,7761,Mumbai,Maharashtra,19.01059,72.857945,2022-02-02,16:00,16,Wednesday,False,rural,3,1,clear,high,31,medium,distraction,major,1,0,False,Evening,2022
7762,7762,Kolkata,West Bengal,22.421635,88.492932,2022-07-02,16:00,16,Saturday,True,rural,5,0,fog,low,23,medium,poor road,fatal,5,5,False,Evening,2022
7763,7763,Pune,Maharashtra,18.400888,73.782123,2024-08-26,12:00,12,Monday,False,urban,3,1,fog,low,21,medium,drunk driving,minor,4,1,False,Afternoon,2024
7764,7764,Chandigarh,Punjab,30.649798,76.879915,2022-08-16,7:00,7,Tuesday,False,urban,1,0,rain,low,15,medium,overspeeding,minor,3,1,False,Moring,2022
7765,7765,Hyderabad,Telangana,17.2021,78.451924,2024-11-25,21:00,21,Monday,False,rural,3,0,clear,high,30,high,weather,major,2,2,False,Night,2024
7766,7766,Mumbai,Maharashtra,19.092708,72.754245,2024-11-12,3:00,3,Tuesday,False,rural,3,0,clear,high,28,low,overspeeding,minor,1,0,False,Moring,2024
7767,7767,Bangalore,Karnataka,13.024228,77.713702,2022-12-05,15:00,15,Monday,False,highway,6,1,fog,low,28,medium,drunk driving,minor,2,2,False,Afternoon,2022
7768,7768,Kolkata,West Bengal,22.441348,88.378406,2022-05-07,21:00,21,Saturday,True,urban,1,1,fog,low,26,high,weather,minor,3,1,False,Night,2022
7769,7769,Bangalore,Karnataka,13.139692,77.783499,2024-02-21,7:00,7,Wednesday,False,urban,4,1,clear,high,23,low,poor road,major,2,2,False,Moring,2024
7770,7770,Hyderabad,Telangana,17.401655,78.588767,2023-04-01,7:00,7,Saturday,True,urban,1,0,clear,high,38,low,weather,minor,3,2,False,Moring,2023
7771,7771,Hyderabad,Telangana,17.408813,78.476253,2024-02-13,6:00,6,Tuesday,False,urban,6,1,clear,high,16,low,weather,fatal,1,1,False,Moring,2024
7772,7772,Bangalore,Karnataka,13.012907,77.550983,2022-04-28,8:00,8,Thursday,False,urban,3,0,rain,low,24,low,weather,major,4,4,True,Moring,2022
7773,7773,Chennai,Tamil Nadu,13.000714,80.231601,2023-12-17,19:00,19,Sunday,True,urban,6,1,fog,low,22,high,drunk driving,minor,4,2,True,Evening,2023
7774,7774,Chennai,Tamil Nadu,12.80441,80.275275,2023-01-10,13:00,13,Tuesday,False,rural,2,1,fog,low,39,medium,overspeeding,minor,5,4,False,Afternoon,2023
7775,7775,Kolkata,West Bengal,22.625094,88.434714,2024-01-17,2:00,2,Wednesday,False,highway,3,0,rain,medium,34,low,distraction,minor,5,0,False,Moring,2024
7776,7776,Bangalore,Karnataka,12.92425,77.724942,2023-03-01,9:00,9,Wednesday,False,rural,2,0,fog,low,21,low,overspeeding,minor,4,1,True,Moring,2023
7777,7777,Kolkata,West Bengal,22.673819,88.429027,2025-04-09,15:00,15,Wednesday,False,urban,4,0,rain,medium,38,low,poor road,minor,2,1,False,Afternoon,2025
7778,7778,Mumbai,Maharashtra,19.184388,72.822402,2024-07-13,16:00,16,Saturday,True,rural,1,0,clear,high,36,high,drunk driving,minor,3,1,False,Evening,2024
7779,7779,Kolkata,West Bengal,22.467572,88.35796,2022-08-22,1:00,1,Monday,False,highway,2,0,clear,high,22,low,distraction,minor,2,1,False,Moring,2022
7780,7780,Hyderabad,Telangana,17.418215,78.541872,2024-09-30,16:00,16,Monday,False,highway,3,0,rain,medium,24,low,poor road,minor,3,0,False,Evening,2024
7781,7781,Mumbai,Maharashtra,18.884448,72.721281,2023-12-04,22:00,22,Monday,False,urban,1,1,clear,high,32,medium,overspeeding,major,2,2,False,Night,2023
7782,7782,Chandigarh,Punjab,30.638759,76.864095,2023-08-31,12:00,12,Thursday,False,highway,1,1,rain,low,34,low,distraction,major,1,1,False,Afternoon,2023
7783,7783,Pune,Maharashtra,18.687794,73.897396,2025-03-05,7:00,7,Wednesday,False,urban,1,0,fog,low,18,high,poor road,minor,2,1,False,Moring,2025
7784,7784,Bangalore,Karnataka,12.970011,77.404328,2023-06-03,7:00,7,Saturday,True,urban,5,0,rain,low,39,medium,drunk driving,minor,1,1,False,Moring,2023
7785,7785,Bangalore,Karnataka,13.079428,77.495625,2024-10-30,10:00,10,Wednesday,False,rural,4,1,clear,high,25,high,distraction,major,5,1,True,Moring,2024
7786,7786,Hyderabad,Telangana,17.403457,78.340601,2023-03-26,21:00,21,Sunday,True,highway,5,0,fog,low,28,medium,poor road,minor,5,5,False,Night,2023
7787,7787,Pune,Maharashtra,18.686124,73.717608,2024-08-14,23:00,23,Wednesday,False,rural,1,1,clear,high,26,high,weather,major,3,3,False,Night,2024
7788,7788,Chandigarh,Punjab,30.729537,76.738756,2022-08-28,21:00,21,Sunday,True,rural,5,1,clear,high,27,medium,weather,major,2,0,False,Night,2022
7789,7789,Chandigarh,Punjab,30.633416,76.713317,2024-03-30,20:00,20,Saturday,True,rural,5,0,clear,high,15,low,distraction,major,3,3,False,Night,2024
7790,7790,Delhi,Delhi,28.749379,77.024803,2024-01-11,9:00,9,Thursday,False,urban,6,0,clear,high,32,medium,distraction,minor,4,3,True,Moring,2024
7791,7791,Chennai,Tamil Nadu,12.911418,80.172785,2023-12-14,7:00,7,Thursday,False,highway,5,1,rain,low,38,medium,drunk driving,minor,5,1,False,Moring,2023
7792,7792,Kolkata,West Bengal,22.500167,88.261372,2022-02-11,13:00,13,Friday,False,urban,3,1,clear,high,32,medium,distraction,minor,3,0,False,Afternoon,2022
7793,7793,Chandigarh,Punjab,30.722084,76.738281,2022-06-11,9:00,9,Saturday,True,highway,3,1,rain,low,33,high,drunk driving,minor,5,3,True,Moring,2022
7794,7794,Mumbai,Maharashtra,18.84478,72.884068,2024-07-03,19:00,19,Wednesday,False,highway,4,1,clear,high,34,high,weather,major,4,3,True,Evening,2024
7795,7795,Mumbai,Maharashtra,19.055151,72.811759,2022-08-20,1:00,1,Saturday,True,urban,3,1,rain,medium,20,medium,weather,major,3,3,False,Moring,2022
7796,7796,Chennai,Tamil Nadu,12.981458,80.131912,2025-04-12,1:00,1,Saturday,True,urban,6,1,clear,high,35,high,poor road,major,2,2,False,Moring,2025
7797,7797,Delhi,Delhi,28.742861,77.210292,2023-03-01,14:00,14,Wednesday,False,urban,5,0,rain,low,17,medium,weather,major,5,5,False,Afternoon,2023
7798,7798,Mumbai,Maharashtra,19.261113,72.815462,2024-02-21,13:00,13,Wednesday,False,highway,3,1,clear,high,29,medium,weather,minor,3,2,False,Afternoon,2024
7799,7799,Pune,Maharashtra,18.531282,73.793208,2022-02-22,21:00,21,Tuesday,False,urban,5,1,fog,low,22,high,distraction,major,5,2,False,Night,2022
7800,7800,Delhi,Delhi,28.450535,76.80492,2024-09-17,13:00,13,Tuesday,False,highway,5,1,rain,low,25,medium,weather,fatal,5,5,False,Afternoon,2024
7801,7801,Chennai,Tamil Nadu,13.069963,80.275715,2023-12-06,16:00,16,Wednesday,False,highway,2,1,rain,low,18,low,poor road,minor,4,2,False,Evening,2023
7802,7802,Bangalore,Karnataka,13.146052,77.575644,2023-07-24,1:00,1,Monday,False,urban,5,1,rain,low,30,medium,drunk driving,major,5,4,False,Moring,2023
7803,7803,Delhi,Delhi,28.469261,76.865387,2022-09-14,13:00,13,Wednesday,False,urban,6,0,rain,medium,38,medium,distraction,minor,4,0,False,Afternoon,2022
7804,7804,Kolkata,West Bengal,22.63254,88.406997,2023-05-08,15:00,15,Monday,False,highway,2,0,rain,medium,23,medium,poor road,minor,5,4,False,Afternoon,2023
7805,7805,Mumbai,Maharashtra,19.084725,72.738147,2025-03-31,16:00,16,Monday,False,highway,5,1,rain,medium,27,medium,distraction,minor,4,3,False,Evening,2025
7806,7806,Chandigarh,Punjab,30.705808,76.710953,2023-01-08,15:00,15,Sunday,True,highway,5,0,fog,low,30,high,poor road,minor,3,2,False,Afternoon,2023
7807,7807,Chandigarh,Punjab,30.772918,76.895414,2025-01-01,16:00,16,Wednesday,False,highway,6,0,fog,low,25,low,weather,major,1,1,False,Evening,2025
7808,7808,Kolkata,West Bengal,22.574005,88.475859,2022-04-29,10:00,10,Friday,False,highway,2,0,rain,low,21,high,drunk driving,minor,4,4,True,Moring,2022
7809,7809,Bangalore,Karnataka,12.874342,77.663305,2023-04-01,6:00,6,Saturday,True,rural,3,0,fog,low,27,medium,weather,minor,4,4,False,Moring,2023
7810,7810,Bangalore,Karnataka,13.192143,77.674731,2022-08-05,18:00,18,Friday,False,highway,6,0,rain,medium,37,high,weather,fatal,2,2,True,Evening,2022
7811,7811,Hyderabad,Telangana,17.48822,78.374451,2022-02-22,13:00,13,Tuesday,False,urban,6,0,clear,high,34,high,drunk driving,minor,5,1,False,Afternoon,2022
7812,7812,Hyderabad,Telangana,17.395094,78.517694,2023-09-21,5:00,5,Thursday,False,highway,4,0,clear,high,40,medium,drunk driving,major,5,2,False,Moring,2023
7813,7813,Hyderabad,Telangana,17.415112,78.390666,2022-04-09,6:00,6,Saturday,True,urban,4,0,clear,high,20,low,drunk driving,fatal,4,4,False,Moring,2022
7814,7814,Hyderabad,Telangana,17.55425,78.365128,2022-10-10,14:00,14,Monday,False,highway,6,0,fog,low,36,high,distraction,minor,5,3,False,Afternoon,2022
7815,7815,Chandigarh,Punjab,30.795414,76.752413,2024-04-07,23:00,23,Sunday,True,rural,5,1,fog,low,28,medium,weather,minor,4,1,False,Night,2024
7816,7816,Mumbai,Maharashtra,19.068667,72.785116,2024-06-05,18:00,18,Wednesday,False,urban,1,0,clear,high,19,medium,poor road,major,5,5,True,Evening,2024
7817,7817,Hyderabad,Telangana,17.339829,78.373385,2025-03-03,3:00,3,Monday,False,urban,2,0,rain,medium,35,low,poor road,minor,3,3,False,Moring,2025
7818,7818,Kolkata,West Bengal,22.698295,88.354865,2022-03-25,9:00,9,Friday,False,rural,2,1,rain,low,16,high,overspeeding,minor,2,1,True,Moring,2022
7819,7819,Pune,Maharashtra,18.509195,73.920416,2025-03-16,12:00,12,Sunday,True,highway,4,1,fog,low,30,low,distraction,minor,1,0,False,Afternoon,2025
7820,7820,Chandigarh,Punjab,30.706648,76.887043,2025-01-06,11:00,11,Monday,False,highway,1,1,fog,low,26,low,distraction,minor,4,3,False,Moring,2025
7821,7821,Kolkata,West Bengal,22.456464,88.436647,2025-01-05,8:00,8,Sunday,True,rural,1,1,clear,high,30,low,weather,major,3,2,True,Moring,2025
7822,7822,Pune,Maharashtra,18.668819,73.927504,2024-09-06,17:00,17,Friday,False,highway,6,1,clear,high,16,medium,distraction,minor,1,0,True,Evening,2024
7823,7823,Chennai,Tamil Nadu,13.02344,80.214437,2023-07-28,17:00,17,Friday,False,rural,1,0,fog,low,21,medium,distraction,major,3,0,True,Evening,2023
7824,7824,Bangalore,Karnataka,13.036625,77.512179,2023-08-17,6:00,6,Thursday,False,rural,2,0,fog,low,15,high,distraction,minor,3,0,False,Moring,2023
7825,7825,Kolkata,West Bengal,22.496463,88.350934,2023-01-06,1:00,1,Friday,False,rural,2,0,clear,high,24,low,poor road,minor,3,1,False,Moring,2023
