temperature,hour,is_peak_hour,is_weekend,traffic_signal,lanes,festival,risk_score,weather_fog,weather_rain,visibility_low,visibility_medium,traffic_density_low,traffic_density_medium,road_type_rural,road_type_urban
26,23,0,0,1,1,0,0.45,0,1,1,0,1,0,0,0
38,11,0,0,0,5,0,0.1,0,0,0,0,0,1,0,1
33,1,0,0,1,6,0,0.1,0,0,0,0,1,0,0,1
17,22,0,0,0,1,0,0.1,0,0,0,0,1,0,1,0
38,5,0,0,0,1,0,0.25,0,1,0,1,1,0,1,0
32,13,0,0,0,6,0,0.45,1,0,1,0,1,0,1,0
23,15,0,0,0,3,0,0.65,1,0,1,0,0,1,1,0
40,1,0,0,1,6,0,0.45,0,1,0,1,0,0,1,0
17,19,1,0,1,2,0,0.25,0,0,0,0,1,0,0,0
25,3,0,1,1,5,0,0.45,1,0,1,0,1,0,0,0
37,2,0,0,0,3,0,0.45,0,1,1,0,0,1,0,0
19,10,1,1,0,1,0,0.45,0,0,0,0,0,1,0,0
21,0,0,0,0,4,0,0.1,0,0,0,0,1,0,0,1
37,23,0,0,0,1,0,0.1,0,0,0,0,1,0,0,1
32,4,0,1,0,4,0,0.45,1,0,1,0,1,0,1,0
26,4,0,1,1,3,0,0.45,0,1,1,0,1,0,0,0
29,10,1,1,1,3,0,0.8,1,0,1,0,0,0,1,0
29,9,1,0,1,5,0,0.6,0,1,1,0,0,1,0,1
28,21,0,0,1,1,0,0.3,0,0,0,0,0,0,1,0
26,7,0,0,1,4,0,0.25,0,1,0,1,1,0,0,0
15,2,0,0,1,1,0,0.45,1,0,1,0,1,0,0,0
30,17,1,0,0,4,0,0.6,1,0,1,0,0,1,1,0
26,1,0,0,0,3,1,0.55,1,0,1,0,1,0,0,0
34,0,0,1,0,1,0,0.1,0,0,0,0,0,1,0,0
38,9,1,0,1,2,0,0.8,0,1,1,0,0,0,0,0
15,21,0,0,1,3,0,0.25,0,1,0,1,0,1,0,1
35,12,0,1,1,6,0,0.45,1,0,1,0,1,0,0,1
37,2,0,0,1,6,0,0.1,0,0,0,0,1,0,0,0
34,21,0,0,0,2,0,0.45,0,1,1,0,1,0,1,0
29,0,0,0,1,1,0,0.1,0,0,0,0,1,0,0,0
20,19,1,0,0,6,0,0.4,0,1,0,1,0,1,0,1
20,11,0,0,1,6,0,0.45,1,0,1,0,1,0,0,0
16,12,0,0,1,1,0,0.1,0,0,0,0,1,0,0,0
22,15,0,0,1,6,0,0.65,0,1,1,0,0,0,0,1
27,14,0,0,0,4,0,0.45,1,0,1,0,0,1,1,0
31,7,0,1,0,4,0,0.85,0,1,1,0,0,0,1,0
37,19,1,0,1,5,0,0.45,0,0,0,0,0,0,0,1
27,18,1,0,0,4,0,0.8,1,0,1,0,0,0,1,0
30,9,1,0,0,3,0,0.45,0,0,0,0,0,1,0,1
22,7,0,0,0,2,0,0.3,0,0,0,0,0,0,0,1
33,3,0,1,1,4,0,0.1,0,0,0,0,1,0,0,1
40,18,1,0,1,1,0,0.6,1,0,1,0,0,1,1,0
33,8,1,0,0,6,0,0.6,0,1,1,0,0,1,0,0
39,12,0,0,0,2,0,0.65,1,0,1,0,0,1,0,1
35,16,0,0,0,5,0,0.3,0,0,0,0,0,1,0,0
27,3,0,0,1,5,0,0.45,0,1,1,0,1,0,1,0
24,17,1,0,0,5,0,1.0,1,0,1,0,0,0,0,0
26,3,0,0,1,5,0,0.45,1,0,1,0,1,0,1,0
37,3,0,0,0,5,0,0.25,0,1,0,1,1,0,1,0
33,20,0,1,1,6,0,0.45,0,1,0,1,0,0,0,1
24,12,0,0,1,6,0,0.45,1,0,1,0,0,1,0,0
36,16,0,0,1,1,0,0.45,0,1,1,0,1,0,0,0
22,18,1,0,1,1,0,0.6,1,0,1,0,0,1,1,0
35,22,0,1,1,1,0,0.1,0,0,0,0,1,0,0,0
38,17,1,1,1,6,0,0.65,0,0,0,0,0,0,0,0
37,14,0,1,0,5,0,0.1,0,0,0,0,0,1,0,0
28,3,0,0,0,2,0,0.25,0,1,0,1,1,0,0,1
30,18,1,0,0,5,0,0.45,0,0,0,0,0,0,0,0
37,9,1,0,0,6,0,0.8,1,0,1,0,0,0,1,0
18,15,0,0,0,6,0,0.25,0,1,0,1,0,1,0,0
20,20,0,0,0,5,0,0.45,0,1,0,1,0,0,0,1
19,14,0,1,1,5,0,0.5,0,0,0,0,0,0,0,1
26,19,1,0,0,6,0,0.8,1,0,1,0,0,0,0,0
26,5,0,0,0,1,0,0.65,1,0,1,0,0,0,0,0
39,11,0,1,1,4,0,0.25,0,1,0,1,0,1,0,0
29,20,0,1,1,2,0,0.65,1,0,1,0,1,0,0,1
22,10,1,1,0,3,0,0.8,1,0,1,0,0,0,1,0
17,12,0,1,0,1,0,0.45,1,0,1,0,1,0,0,1
24,7,0,0,0,3,0,0.1,0,0,0,0,1,0,1,0
24,16,0,1,0,3,0,0.45,1,0,1,0,1,0,1,0
15,15,0,0,0,5,0,0.45,1,0,1,0,0,1,0,0
25,18,1,0,0,5,0,0.6,0,1,0,1,0,0,1,0
18,7,0,0,1,3,0,0.65,1,0,1,0,1,0,0,1
40,1,0,0,1,2,0,0.1,0,0,0,0,1,0,0,1
35,11,0,0,1,3,0,0.65,0,1,1,0,1,0,0,0
29,22,0,0,0,4,0,0.65,0,1,1,0,1,0,0,0
25,23,0,1,1,4,0,0.1,0,0,0,0,0,1,1,0
32,2,0,0,1,3,0,0.45,1,0,1,0,1,0,0,1
17,23,0,1,1,2,0,0.45,1,0,1,0,0,1,1,0
24,11,0,1,1,5,0,0.65,1,0,1,0,1,0,0,1
34,21,0,0,0,5,0,0.65,0,1,1,0,0,0,0,1
36,4,0,1,0,3,0,0.25,0,1,0,1,0,1,1,0
15,16,0,1,1,4,0,0.25,0,1,0,1,0,1,0,1
20,10,1,0,0,2,0,0.25,0,0,0,0,0,1,0,1
17,8,1,0,1,6,0,0.8,0,1,1,0,0,0,0,0
38,8,1,0,0,4,0,0.6,1,0,1,0,0,1,0,0
21,15,0,0,0,3,0,0.5,0,0,0,0,0,0,0,1
39,17,1,0,1,4,0,0.45,0,0,0,0,0,1,0,0
33,4,0,0,1,2,0,0.1,0,0,0,0,1,0,1,0
21,10,1,0,0,1,0,0.6,0,1,1,0,0,1,0,1
16,13,0,0,1,1,0,0.45,1,0,1,0,1,0,1,0
38,15,0,0,1,3,0,0.5,0,0,0,0,0,0,0,1
39,16,0,1,0,4,0,0.1,0,0,0,0,1,0,1,0
31,23,0,0,0,3,0,0.1,0,0,0,0,0,1,1,0
34,6,0,1,0,4,0,0.25,0,1,0,1,1,0,0,1
20,22,0,0,0,1,0,0.1,0,0,0,0,0,1,0,0
35,10,1,1,1,6,0,0.6,1,0,1,0,0,1,0,1
25,0,0,0,0,1,0,0.65,1,0,1,0,0,0,0,0
36,12,0,1,1,4,0,0.65,1,0,1,0,0,0,0,1
29,6,0,0,1,6,0,0.1,0,0,0,0,0,1,0,1
23,19,1,1,0,2,0,0.25,0,0,0,0,0,1,0,0
29,8,1,0,0,2,0,0.8,1,0,1,0,0,1,0,0
32,12,0,0,0,4,0,0.65,1,0,1,0,0,0,0,1
34,9,1,1,0,1,0,0.45,0,0,0,0,0,0,1,0
28,21,0,1,0,2,0,0.85,1,0,1,0,0,0,1,0
20,15,0,1,1,2,0,0.45,0,1,0,1,0,0,0,0
37,4,0,0,0,5,0,0.1,0,0,0,0,1,0,0,0
36,14,0,0,0,6,0,0.65,1,0,1,0,0,0,0,0
26,12,0,0,1,2,0,0.45,1,0,1,0,0,1,1,0
35,20,0,0,0,6,0,0.65,0,1,1,0,0,0,1,0
31,6,0,0,1,6,0,0.45,1,0,1,0,0,1,0,1
28,0,0,0,1,4,0,0.45,1,0,1,0,1,0,0,1
38,13,0,0,1,3,0,0.3,0,0,0,0,0,0,1,0
32,5,0,0,1,3,0,0.45,0,1,1,0,1,0,1,0
21,12,0,0,0,1,0,0.45,1,0,1,0,0,1,0,0
28,6,0,0,1,5,0,0.45,0,1,1,0,1,0,0,1
28,14,0,0,1,3,0,0.45,0,1,0,1,0,0,1,0
33,1,0,0,0,1,0,0.45,0,1,1,0,1,0,1,0
24,9,1,0,1,6,0,0.8,0,1,1,0,0,0,0,0
38,12,0,0,0,4,0,0.25,0,1,0,1,0,1,1,0
38,14,0,0,1,3,0,0.3,0,0,0,0,0,0,1,0
16,6,0,0,0,1,0,0.65,1,0,1,0,0,0,0,1
36,8,1,0,1,2,0,0.6,0,1,0,1,1,0,0,1
26,19,1,1,0,1,0,0.8,1,0,1,0,0,0,1,0
25,17,1,0,1,6,0,0.45,0,0,0,0,0,0,0,1
36,11,0,0,0,4,0,0.45,0,1,1,0,0,1,0,0
22,9,1,0,1,5,0,0.8,1,0,1,0,0,0,1,0
19,18,1,1,1,4,0,0.8,1,0,1,0,0,0,0,1
17,7,0,0,1,6,0,0.45,1,0,1,0,1,0,0,0
28,0,0,1,0,1,0,0.1,0,0,0,0,1,0,0,0
35,4,0,0,0,2,0,0.65,1,0,1,0,0,0,0,1
33,1,0,0,1,5,0,0.45,1,0,1,0,1,0,0,0
28,5,0,0,1,2,0,0.65,1,0,1,0,0,0,0,0
40,9,1,0,1,4,0,1.0,1,0,1,0,0,0,0,0
21,12,0,0,0,5,0,0.1,0,0,0,0,0,1,1,0
31,8,1,0,1,6,0,0.45,0,0,0,0,0,0,1,0
25,4,0,0,1,5,0,0.65,1,0,1,0,1,0,1,0
20,8,1,0,1,1,0,0.6,0,1,0,1,0,0,1,0
29,18,1,0,1,6,0,0.8,1,0,1,0,0,0,1,0
39,7,0,1,0,3,0,0.65,0,1,1,0,0,0,0,0
27,18,1,0,0,2,0,0.8,1,0,1,0,0,0,1,0
25,17,1,0,0,2,0,0.45,0,0,0,0,0,0,1,0
23,12,0,0,1,6,0,0.25,0,1,0,1,0,1,0,1
33,22,0,0,0,1,0,0.3,0,0,0,0,0,0,1,0
34,2,0,0,1,3,0,0.1,0,0,0,0,1,0,1,0
29,20,0,0,1,3,0,0.45,1,0,1,0,1,0,0,0
32,10,1,0,0,3,0,0.25,0,0,0,0,0,1,1,0
37,1,0,0,1,6,0,0.45,1,0,1,0,1,0,0,1
25,5,0,1,0,3,0,0.1,0,0,0,0,0,1,0,1
16,10,1,0,0,1,0,0.45,0,0,0,0,0,0,1,0
17,9,1,0,1,3,0,0.8,1,0,1,0,0,0,1,0
23,15,0,1,1,2,0,0.3,0,0,0,0,0,0,0,0
32,9,1,1,0,4,0,0.8,1,0,1,0,1,0,1,0
39,14,0,1,0,6,0,0.1,0,0,0,0,0,1,1,0
39,17,1,1,1,2,0,0.8,1,0,1,0,0,0,1,0
23,14,0,1,0,2,0,0.45,1,0,1,0,0,1,1,0
28,8,1,0,1,6,0,0.8,1,0,1,0,0,0,0,1
40,1,0,0,1,4,0,0.65,0,1,1,0,0,0,1,0
40,3,0,0,1,4,0,0.45,1,0,1,0,1,0,1,0
20,9,1,1,0,3,0,0.25,0,0,0,0,0,1,0,0
17,13,0,0,0,2,0,0.25,0,1,0,1,0,1,0,0
23,17,1,1,1,3,0,0.8,1,0,1,0,0,0,1,0
37,11,0,0,1,4,0,0.3,0,0,0,0,0,0,0,0
19,13,0,0,0,5,0,0.45,0,1,0,1,0,0,0,1
28,10,1,0,1,6,0,0.8,0,1,1,0,0,0,0,1
21,9,1,0,1,3,0,0.65,0,0,0,0,0,0,0,1
16,15,0,0,0,3,0,0.45,0,1,1,0,1,0,0,0
24,19,1,0,0,6,0,1.0,1,0,1,0,0,0,0,0
21,5,0,0,1,4,0,0.65,0,1,1,0,0,0,1,0
26,19,1,0,1,6,0,0.8,0,1,1,0,0,0,1,0
37,20,0,0,0,2,0,0.45,1,0,1,0,0,1,0,0
20,22,0,0,1,5,0,0.45,1,0,1,0,1,0,0,0
38,13,0,0,1,5,0,0.1,0,0,0,0,1,0,0,1
38,1,0,0,1,4,0,0.45,1,0,1,0,0,1,1,0
33,22,0,0,0,4,0,0.45,0,1,0,1,0,0,0,1
33,17,1,0,1,1,0,0.45,0,0,0,0,0,0,0,0
39,1,0,0,0,6,0,0.45,0,1,1,0,1,0,1,0
16,5,0,0,0,5,0,0.1,0,0,0,0,1,0,0,0
18,12,0,1,0,3,0,0.45,0,1,1,0,1,0,1,0
28,5,0,0,0,5,0,0.3,0,0,0,0,0,0,0,1
35,23,0,0,1,3,0,0.3,0,0,0,0,0,0,0,1
20,22,0,0,0,5,0,0.1,0,0,0,0,0,1,1,0
33,10,1,1,1,4,0,0.8,1,0,1,0,0,0,1,0
39,10,1,1,1,4,0,0.8,1,0,1,0,0,0,0,1
37,19,1,0,0,1,0,0.25,0,0,0,0,1,0,0,0
39,19,1,0,0,2,0,0.8,1,0,1,0,0,0,1,0
32,14,0,0,1,1,0,0.5,0,0,0,0,0,0,0,0
20,3,0,0,1,5,0,0.1,0,0,0,0,1,0,1,0
40,8,1,0,0,5,0,0.45,0,0,0,0,0,0,1,0
18,17,1,0,0,1,0,0.45,0,0,0,0,0,0,0,1
29,6,0,0,0,6,0,0.45,1,0,1,0,1,0,0,0
19,12,0,0,0,6,0,0.25,0,1,0,1,0,1,0,0
15,8,1,0,0,6,0,0.6,1,0,1,0,0,1,1,0
32,4,0,1,0,2,0,0.65,1,0,1,0,0,0,0,0
16,4,0,1,0,6,0,0.25,0,1,0,1,1,0,0,1
22,0,0,0,0,1,0,0.1,0,0,0,0,1,0,0,1
28,20,0,1,0,3,0,0.65,1,0,1,0,0,0,0,1
17,16,0,0,1,5,0,0.3,0,0,0,0,0,1,0,0
33,2,0,1,1,5,0,0.45,1,0,1,0,1,0,0,0
29,22,0,1,1,4,0,0.45,1,0,1,0,1,0,1,0
39,14,0,0,1,3,0,0.45,0,1,1,0,1,0,1,0
26,6,0,0,1,5,0,0.3,0,0,0,0,0,1,0,0
23,16,0,0,1,2,0,0.45,1,0,1,0,1,0,1,0
20,15,0,0,0,3,0,0.45,0,1,1,0,1,0,1,0
39,20,0,0,1,3,0,0.45,0,1,0,1,1,0,1,0
25,4,0,0,1,5,0,0.1,0,0,0,0,0,1,1,0
17,7,0,0,0,6,0,0.45,0,1,1,0,0,1,0,0
22,22,0,0,0,1,0,0.45,1,0,1,0,1,0,1,0
24,1,0,1,1,1,0,0.25,0,1,0,1,0,1,0,1
39,13,0,0,1,6,0,0.45,1,0,1,0,1,0,0,0
25,16,0,0,1,4,0,0.1,0,0,0,0,1,0,1,0
20,11,0,1,0,3,0,0.1,0,0,0,0,1,0,1,0
28,11,0,0,0,2,0,0.45,0,1,0,1,0,1,1,0
40,5,0,1,0,1,0,0.45,1,0,1,0,1,0,0,1
22,20,0,0,0,6,0,0.3,0,0,0,0,0,0,0,1
28,6,0,0,0,1,0,0.65,1,0,1,0,0,0,1,0
25,20,0,1,0,2,0,0.45,1,0,1,0,1,0,0,0
15,21,0,0,0,3,0,0.45,1,0,1,0,0,1,0,0
30,6,0,1,0,4,0,0.65,0,1,1,0,0,0,0,1
17,18,1,1,0,6,0,0.45,0,0,0,0,0,0,1,0
35,19,1,0,0,1,0,0.4,0,1,0,1,0,1,0,0
22,21,0,1,0,1,0,0.45,1,0,1,0,0,1,1,0
37,22,0,0,0,5,0,0.45,1,0,1,0,1,0,1,0
32,9,1,0,0,3,0,0.8,1,0,1,0,0,1,0,0
23,19,1,0,0,6,0,0.45,0,0,0,0,0,0,1,0
28,10,1,0,0,2,0,0.8,1,0,1,0,0,0,1,0
35,6,0,0,0,1,0,0.65,0,1,1,0,0,0,0,0
40,12,0,0,0,3,0,0.65,1,0,1,0,0,1,0,0
38,14,0,0,0,3,0,0.1,0,0,0,0,0,1,0,1
34,23,0,0,0,4,0,0.3,0,0,0,0,0,1,0,1
34,18,1,0,0,2,0,0.8,1,0,1,0,0,1,0,0
32,9,1,0,0,5,0,0.6,1,0,1,0,0,1,0,0
33,11,0,0,0,6,0,0.45,1,0,1,0,1,0,1,0
40,1,0,1,1,4,0,0.3,0,0,0,0,1,0,1,0
36,5,0,0,1,6,0,0.25,0,1,0,1,0,1,0,1
35,3,0,0,1,4,0,0.1,0,0,0,0,1,0,0,1
25,19,1,0,1,2,0,0.45,0,0,0,0,0,0,0,0
23,17,1,0,1,5,0,0.25,0,0,0,0,0,1,0,0
37,5,0,0,0,6,0,0.3,0,0,0,0,0,0,0,0
25,8,1,1,0,2,0,0.6,1,0,1,0,0,1,0,1
29,13,0,0,0,4,0,0.25,0,1,0,1,0,1,0,1
27,21,0,1,1,6,0,0.25,0,1,0,1,0,1,0,1
39,0,0,0,1,2,0,0.45,1,0,1,0,1,0,1,0
39,18,1,0,0,5,0,0.8,0,1,0,1,0,0,0,0
21,5,0,0,1,3,0,0.25,0,1,0,1,1,0,0,1
15,14,0,0,1,2,0,0.45,0,1,0,1,0,0,0,0
19,5,0,0,1,4,0,0.3,0,0,0,0,0,0,1,0
31,17,1,0,0,4,0,0.8,1,0,1,0,0,1,1,0
38,20,0,0,0,2,0,0.25,0,1,0,1,1,0,0,1
27,5,0,1,1,6,0,0.45,0,1,1,0,1,0,0,0
16,15,0,1,0,6,0,0.3,0,0,0,0,0,1,0,1
22,0,0,0,0,4,0,0.45,1,0,1,0,1,0,1,0
19,0,0,1,1,3,0,0.45,0,1,1,0,0,1,1,0
39,10,1,0,1,1,0,1.0,0,1,1,0,0,0,1,0
25,20,0,0,0,3,0,0.25,0,1,0,1,1,0,0,0
27,4,0,0,1,4,0,0.45,1,0,1,0,1,0,0,1
17,17,1,0,1,6,0,0.45,0,0,0,0,0,0,1,0
22,7,0,0,0,2,0,0.85,0,1,1,0,0,0,1,0
18,17,1,0,1,3,0,0.8,0,1,1,0,0,0,0,1
18,1,0,0,0,1,0,0.3,0,0,0,0,0,0,1,0
31,22,0,0,0,3,1,0.75,0,1,0,1,0,0,0,1
20,4,0,0,0,4,0,0.1,0,0,0,0,1,0,0,0
39,5,0,1,0,3,0,0.3,0,0,0,0,0,0,1,0
38,14,0,0,0,3,0,0.45,1,0,1,0,0,1,0,1
25,20,0,0,1,2,0,0.1,0,0,0,0,1,0,1,0
26,13,0,0,0,6,0,0.1,0,0,0,0,0,1,0,0
18,2,0,0,1,3,0,0.45,0,1,1,0,0,1,0,1
26,12,0,0,1,2,0,0.65,1,0,1,0,0,1,0,0
15,7,0,1,1,6,0,0.45,0,1,1,0,1,0,1,0
33,11,0,0,1,6,0,0.45,0,1,1,0,1,0,0,1
38,19,1,0,1,5,0,0.4,0,1,0,1,0,1,0,0
17,3,0,0,0,4,0,0.25,0,1,0,1,0,1,0,0
20,8,1,0,1,2,0,0.6,0,1,1,0,0,1,0,1
23,12,0,0,0,1,0,0.45,1,0,1,0,1,0,1,0
37,3,0,0,0,6,0,0.25,0,1,0,1,0,1,1,0
15,18,1,0,1,5,0,0.4,0,1,0,1,1,0,1,0
15,5,0,1,0,4,0,0.1,0,0,0,0,0,1,0,0
27,16,0,0,1,4,0,0.45,0,1,1,0,1,0,1,0
26,2,0,1,0,1,0,0.1,0,0,0,0,1,0,0,0
34,2,0,1,0,4,0,0.65,1,0,1,0,1,0,0,1
35,21,0,1,1,3,0,0.45,1,0,1,0,1,0,1,0
31,14,0,0,1,2,0,0.65,0,1,1,0,1,0,1,0
20,2,0,0,1,5,0,0.45,0,1,1,0,1,0,0,0
32,20,0,1,0,4,0,0.1,0,0,0,0,0,1,1,0
20,19,1,1,0,6,0,0.4,0,1,0,1,0,1,0,0
17,10,1,0,0,3,0,0.45,0,0,0,0,0,0,0,1
31,4,0,1,1,4,0,0.1,0,0,0,0,1,0,0,1
39,0,0,1,0,2,0,0.65,0,1,1,0,0,0,1,0
40,1,0,1,1,1,0,0.5,0,0,0,0,0,0,0,1
33,4,0,0,1,4,0,0.45,1,0,1,0,0,1,0,0
35,18,1,0,1,1,0,0.6,0,1,1,0,0,1,1,0
29,20,0,1,0,1,0,0.1,0,0,0,0,1,0,1,0
25,18,1,1,1,6,0,0.6,0,1,0,1,0,0,0,1
37,3,0,0,1,3,0,0.65,1,0,1,0,0,0,0,0
37,6,0,0,1,5,0,0.25,0,1,0,1,0,1,0,1
30,4,0,0,0,5,0,0.3,0,0,0,0,0,0,1,0
32,23,0,0,0,5,0,0.65,1,0,1,0,0,0,1,0
30,10,1,0,1,1,0,0.6,0,1,0,1,0,1,0,0
37,13,0,1,0,2,0,0.3,0,0,0,0,0,1,1,0
35,15,0,1,0,6,0,0.65,1,0,1,0,0,0,0,0
19,0,0,0,1,5,0,0.1,0,0,0,0,0,1,1,0
31,3,0,0,1,6,0,0.45,1,0,1,0,1,0,0,1
31,12,0,0,0,2,0,0.1,0,0,0,0,0,1,0,1
32,1,0,1,1,6,0,0.65,1,0,1,0,1,0,0,1
15,21,0,0,0,2,0,0.45,0,1,1,0,0,1,1,0
32,8,1,1,1,4,0,0.25,0,0,0,0,0,1,0,0
35,8,1,0,0,6,0,0.25,0,0,0,0,0,1,0,0
27,23,0,0,0,6,0,0.45,0,1,1,0,1,0,1,0
19,17,1,0,1,3,0,0.8,0,1,1,0,0,0,1,0
17,13,0,1,0,1,0,0.45,0,1,1,0,0,1,1,0
22,12,0,0,0,3,0,0.45,1,0,1,0,1,0,0,0
31,23,0,0,1,5,0,0.85,1,0,1,0,0,0,1,0
31,4,0,0,1,4,0,0.1,0,0,0,0,1,0,0,1
29,7,0,0,1,3,0,0.45,1,0,1,0,0,1,1,0
16,12,0,0,0,3,0,0.1,0,0,0,0,0,1,1,0
22,7,0,0,1,6,0,0.85,0,1,1,0,0,0,0,0
40,2,0,0,1,6,0,0.1,0,0,0,0,1,0,0,0
34,8,1,0,1,4,0,0.6,0,1,0,1,0,0,0,1
21,22,0,0,0,6,0,0.85,0,1,1,0,0,0,1,0
31,1,0,0,1,1,0,0.65,0,1,1,0,0,1,0,0
24,13,0,0,1,2,0,0.45,1,0,1,0,0,1,0,0
32,7,0,1,0,5,0,0.45,1,0,1,0,1,0,1,0
25,22,0,0,1,3,0,0.3,0,0,0,0,0,0,1,0
29,17,1,0,1,6,0,0.8,1,0,1,0,0,0,1,0
28,1,0,0,0,1,0,0.45,1,0,1,0,1,0,1,0
36,7,0,0,1,3,0,0.25,0,1,0,1,0,1,1,0
34,15,0,0,0,6,0,0.45,1,0,1,0,0,1,0,1
29,23,0,0,0,3,0,0.1,0,0,0,0,1,0,0,0
37,9,1,0,1,6,0,0.6,0,1,1,0,0,1,1,0
26,8,1,1,0,6,0,0.8,1,0,1,0,0,0,1,0
22,21,0,0,0,2,0,0.85,1,0,1,0,0,0,0,1
22,17,1,0,0,1,0,0.45,0,0,0,0,0,0,0,0
27,13,0,0,0,5,0,0.25,0,1,0,1,1,0,0,0
19,22,0,0,0,6,0,0.45,0,1,0,1,0,0,0,0
24,9,1,0,1,3,0,0.8,1,0,1,0,0,0,0,1
32,16,0,1,1,2,0,0.3,0,0,0,0,0,0,0,1
16,7,0,0,1,3,0,0.1,0,0,0,0,1,0,0,0
29,15,0,0,0,2,0,0.45,0,1,1,0,1,0,0,1
16,8,1,0,0,3,0,0.45,0,0,0,0,0,0,0,0
34,3,0,0,0,3,0,0.45,0,1,1,0,1,0,0,1
16,6,0,0,0,5,0,0.65,1,0,1,0,0,0,1,0
27,11,0,1,0,6,0,0.3,0,0,0,0,0,0,0,1
33,10,1,0,1,4,0,0.4,0,1,0,1,0,1,0,1
23,4,0,0,0,1,0,0.1,0,0,0,0,1,0,0,0
17,16,0,0,0,2,0,0.1,0,0,0,0,1,0,1,0
35,12,0,1,0,6,0,0.1,0,0,0,0,1,0,0,0
32,18,1,0,1,4,0,1.0,0,1,1,0,0,0,0,1
33,23,0,0,1,2,0,0.45,1,0,1,0,1,0,0,0
34,14,0,1,1,2,0,0.65,1,0,1,0,0,0,1,0
23,9,1,0,0,3,0,0.6,0,1,0,1,0,0,1,0
26,6,0,0,0,5,0,0.45,1,0,1,0,0,1,1,0
18,2,0,1,0,6,0,0.25,0,1,0,1,0,1,1,0
23,3,0,0,0,2,0,0.45,1,0,1,0,1,0,0,0
39,19,1,1,1,1,0,0.6,0,1,0,1,0,0,0,0
17,20,0,0,0,4,0,0.45,1,0,1,0,1,0,0,1
24,15,0,0,0,3,0,0.45,0,1,1,0,0,1,1,0
21,15,0,1,0,6,0,0.3,0,0,0,0,0,0,0,1
28,16,0,0,1,4,0,0.3,0,0,0,0,0,0,1,0
21,10,1,0,0,3,0,0.65,0,0,0,0,0,0,0,0
36,12,0,0,1,3,0,0.1,0,0,0,0,1,0,0,0
25,16,0,0,1,1,0,0.25,0,1,0,1,0,1,0,1
29,15,0,1,0,2,0,0.3,0,0,0,0,0,0,1,0
25,5,0,1,1,6,0,0.3,0,0,0,0,0,1,0,1
19,4,0,1,1,5,0,0.65,1,0,1,0,0,1,0,1
24,23,0,0,1,2,0,0.25,0,1,0,1,1,0,1,0
39,14,0,0,0,1,0,0.1,0,0,0,0,0,1,1,0
39,4,0,1,1,1,0,0.45,0,1,1,0,0,1,0,1
38,9,1,0,1,1,0,1.0,1,0,1,0,0,0,0,0
26,5,0,1,1,3,0,0.1,0,0,0,0,1,0,1,0
25,13,0,0,1,1,0,0.25,0,1,0,1,1,0,0,0
25,2,0,0,0,2,0,0.1,0,0,0,0,1,0,0,1
26,12,0,0,0,3,0,0.45,0,1,0,1,0,0,0,1
26,19,1,1,0,1,0,0.6,1,0,1,0,0,1,0,1
26,12,0,1,0,1,0,0.3,0,0,0,0,0,0,1,0
22,21,0,0,0,6,0,0.45,0,1,1,0,0,1,0,1
30,15,0,0,1,2,0,0.1,0,0,0,0,1,0,1,0
28,23,0,0,1,3,0,0.65,1,0,1,0,0,1,0,1
21,14,0,1,0,2,0,0.65,0,1,1,0,0,0,0,1
34,4,0,0,0,1,0,0.1,0,0,0,0,1,0,0,0
32,10,1,0,0,2,0,0.6,1,0,1,0,0,1,1,0
39,20,0,0,0,2,0,0.25,0,1,0,1,0,1,0,1
36,23,0,1,1,2,0,0.25,0,1,0,1,1,0,0,1
19,12,0,0,1,5,0,0.3,0,0,0,0,0,0,0,0
31,2,0,0,0,1,0,0.45,1,0,1,0,0,1,0,0
31,8,1,0,1,5,0,0.45,0,0,0,0,0,0,0,1
37,3,0,1,1,2,0,0.45,0,1,1,0,1,0,0,1
17,12,0,1,1,1,0,0.65,1,0,1,0,1,0,0,1
35,14,0,0,1,1,0,0.3,0,0,0,0,1,0,0,0
19,4,0,0,1,2,0,0.3,0,0,0,0,0,0,1,0
19,10,1,0,1,3,0,0.6,0,1,0,1,0,0,0,0
35,7,0,0,0,4,0,0.85,1,0,1,0,0,0,0,0
16,0,0,1,0,3,0,0.65,0,1,1,0,1,0,1,0
35,0,0,1,1,1,0,0.65,1,0,1,0,0,1,0,1
38,10,1,0,0,2,0,0.25,0,0,0,0,0,1,0,0
26,19,1,1,1,6,0,0.8,1,0,1,0,0,0,1,0
26,8,1,0,0,2,0,1.0,1,0,1,0,0,0,1,0
27,15,0,0,1,1,0,0.1,0,0,0,0,0,1,1,0
24,0,0,1,0,6,0,0.45,1,0,1,0,1,0,0,0
21,14,0,0,0,5,0,0.5,0,0,0,0,0,0,0,0
20,3,0,0,1,1,0,0.65,1,0,1,0,0,1,1,0
27,4,0,0,1,6,0,0.45,0,1,0,1,0,0,0,0
32,2,0,1,0,1,0,0.1,0,0,0,0,0,1,0,1
22,11,0,0,0,6,0,0.1,0,0,0,0,1,0,0,0
25,21,0,1,1,1,0,0.1,0,0,0,0,1,0,0,0
29,0,0,0,0,5,0,0.65,1,0,1,0,1,0,0,1
23,20,0,1,0,4,0,0.45,0,1,1,0,1,0,0,0
19,21,0,0,1,5,0,0.45,1,0,1,0,1,0,0,1
36,23,0,1,0,3,0,0.45,0,1,0,1,0,0,0,0
